0.0953125,0.5125
0.101562,0.495833
0.232812,0.4
0.23125,0.395833
0.442187,0.277083
0.482812,0.189583
0.509375,0.139583
0.464063,0.197917
0.348437,0.339583
0.429688,0.270833
0.276563,0.425
0.346875,0.341667
0.171875,0.495833
0.278125,0.425
0.170312,0.49375
0.0828125,0.427083
0.08125,0.427083
0.240625,0.395833
0.240625,0.397917
0.335938,0.329167
0.335938,0.329167
0.3875,0.266667
0.385938,0.266667
0.51875,0.15
0.576563,0.120833
0.610937,0.110417
0.596875,0.11875
0.55,0.147917
0.576563,0.129167
0.498437,0.0958333
0.5,0.09375
0.545313,0.164583
0.585938,0.108333
0.585938,0.172917
0.564062,0.172917
0.5625,0.172917
0.607813,0.14375
0.607813,0.145833
0.607813,0.145833
0.55625,0.120833
0.55625,0.120833
0.620313,0.154167
0.620313,0.133333
0.620313,0.158333
0.615625,0.16875
0.620313,0.154167
0.592188,0.125
0.625,0.110417
0.657812,0.0979167
0.646875,0.1125
0.65625,0.11875
0.615625,0.110417
0.625,0.135417
0.615625,0.110417
0.571875,0.152083
0.626562,0.135417
0.576563,0.172917
0.6,0.0895833
0.665625,0.108333
0.598437,0.0895833
0.665625,0.10625
0.685938,0.0979167
0.685938,0.0979167
0.698438,0.108333
0.698438,0.10625
0.617188,0.0541667
0.660937,0.1125
0.582812,0.114583
